,course_enrolled,discoverccm_tv,discoverccm_radio,info_ccm_admissions,decision_programs,participate_open_house,decision_oldcollege,decisioncomp_other,discoverccm_socialmedia,info_ccm_website,participate_festival,discoverccm_billboard,decisioncomp_family_job,participate_decision_day,participate_college_fair,decision_online_offerings,discoverccm_other,decisioncomp_dual_enrollment,decision_financialaid,decision_reputation,discoverccm_web,participate_summer_camp,age,participate_hs_campus_visit,info_ccm_workforce_dev,decisioncomp_hs_computing,info_nj_development,decision_transfer_credits,discoverccm_employer,decision_location_convenience,decision_affordable,decisioncomp_work,gender,info_employer,decisioncomp__hs_club,participate_challenger,decisioncomp_employer,discoverccm_student,discoverccm_inapp,race_ethnicity,discoverccm_hs_counselor,decisioncomp_influence,decisioncomp_ap_class,info_hs_counselor,decision_ccmstaff,participate_on_campus_session,participate_hs_info_session,decision_njstars_program,additional_comp_classes,decision_hs_credit,decision_class_sizes,info_hs_teacher,reason,discoverccm_relative,decisioncomp_afterschool_camp,participate_workforce,discoverccm_hs_teacher,decisioncomp_summer_camp,info_ccm_counselor,discoverccm_web,decisioncomp_hs_staff,discoverccm_community,participate_campus_visit,decisioncomp_ccmstudent,decision_opportunities,comp_first_choice,decision_transfer_4yr,participate_women_who_dare,participate_sharetime,info_other,degree,decision_scholarships,timestamp,participate_cybersecurity,participate_corporate_training,decision_referral,decisioncomp_stem,year
107,CMP 128 Computer Science I,No,No,No,High Impact,No,Some Impact,No Impact,No,No,No,No,Some Impact,No,No,Some Impact,Yes,No Impact,Some Impact,High Impact,No,No,18 -,No,No,Some Impact,No,Some Impact,No,High Impact,High Impact,Some Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,No,Some Impact,No Impact,No,Some Impact,No,No,Some Impact,,No Impact,High Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,Yes,High Impact,Some Impact,First Choice,High Impact,No,No,No,"CIS Game Development Option, Applied Associate of Science",Some Impact,2020-09-17 00:05:35-05:00,No,No,No Impact,No Impact,2020
108,CMP 128 Computer Science I,No,No,,High Impact,No,,,Yes,,No,Yes,,No,No,High Impact,No,,High Impact,High Impact,Yes,No,19-20,No,,,,High Impact,No,High Impact,High Impact,,Man,,,No,,Yes,Yes,Asian,Yes,,,,High Impact,No,No,,1.0,,High Impact,,"just taking it as an elective, nothing personal against the community of technical field but just not a big fan",Yes,,No,Yes,,,Yes,,Yes,No,,High Impact,,,No,No,,Business Administration,High Impact,2020-09-17 00:23:10-05:00,No,No,High Impact,,2020
109,CMP 128 Computer Science I,No,No,No,No Impact,No,,,No,No,No,No,No Impact,No,No,Some Impact,No,,Some Impact,Some Impact,Yes,No,18 -,No,No,,No,Some Impact,No,No Impact,No Impact,,Man,No,,No,,Yes,No,Hispanic or Latino,No,No Impact,,No,Some Impact,No,No,Some Impact,,Some Impact,Some Impact,No,,Yes,,No,Yes,,No,No,,No,No,,Some Impact,First Choice,No Impact,No,No,No,"Computer Science, Associate of Science",Some Impact,2020-09-17 12:59:31-05:00,No,No,No Impact,,2020
110,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,Yes,No Impact,,Don't recall,Yes,No,Yes,No Impact,No,No,High Impact,No,No Impact,Some Impact,Some Impact,Yes,No,19-20,No,No,Some Impact,No,,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,White/Caucasian,Yes,Some Impact,No Impact,No,Some Impact,Yes,Yes,Some Impact,,,Some Impact,No,,Yes,No Impact,No,Yes,No Impact,Yes,Don't recall,High Impact,Yes,Yes,High Impact,Some Impact,Culinary ,High Impact,No,No,Don't recall,"Information Technology, Applied Associate of Science",Some Impact,2020-09-17 13:14:08-05:00,No,No,Some Impact,No Impact,2020
111,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Some Impact,Yes,No Impact,No Impact,Yes,No,No,Yes,No Impact,No,No,Some Impact,No,No Impact,No Impact,Some Impact,Yes,No,35-64,No,No,No Impact,No,No Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,No Impact,Yes,No,No Impact,,No Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Information Security Certificate of Achievement,No Impact,2020-09-17 13:15:04-05:00,No,No,No Impact,No Impact,2020
112,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,No Impact,No Impact,Yes,No,No,No,No Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,Yes,No,18 -,No,No,Some Impact,No,Some Impact,Yes,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,Yes,Some Impact,Some Impact,No,Some Impact,No,Yes,Some Impact,,No Impact,Some Impact,No,,Yes,No Impact,No,Yes,No Impact,Yes,No,Some Impact,Yes,No,No Impact,Some Impact,I changed from Computer Science to IT,High Impact,No,No,No,"Information Technology, Applied Associate of Science",Some Impact,2020-09-17 13:15:58-05:00,No,No,Some Impact,No Impact,2020
113,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,High Impact,,No,Yes,No,No,,No,No,High Impact,No,,Some Impact,Some Impact,Yes,No,21-24,No,No,Some Impact,No,High Impact,No,Some Impact,Some Impact,,Woman,No,Some Impact,No,,No,No,White/Caucasian,No,,High Impact,No,,No,No,,,,Some Impact,No,,No,Some Impact,No,No,,No,No,,No,No,,Some Impact,First Choice,Some Impact,No,No,No,"Computer Science, Associate of Science",Some Impact,2020-09-17 13:16:33-05:00,No,No,,Some Impact,2020
114,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,Yes,No Impact,No Impact,Don't recall,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,Yes,No,19-20,No,No,No Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,White/Caucasian,Yes,High Impact,No Impact,Yes,No Impact,Yes,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,High Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Information Security Certificate of Achievement,No Impact,2020-09-17 13:16:41-05:00,No,No,No Impact,No Impact,2020
115,CMP 131 Fundamentals of Programming (Python),No,No,No,,No,,No Impact,No,No,No,No,No Impact,No,No,,No,No Impact,,,No,No,35-64,No,No,No Impact,No,,No,,,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,No,,No,No,,,,,No,,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No,No,No Impact,,music engineering,,No,No,No,"Information Technology, Applied Associate of Science",,2020-09-17 13:17:25-05:00,No,No,Some Impact,No Impact,2020
116,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,Some Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,Some Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,No,No,Some Impact,No,No,No Impact,No Impact,First Choice,Some Impact,No,No,No,"Computer Science, Associate of Science",Some Impact,2020-09-17 13:18:26-05:00,No,No,Some Impact,No Impact,2020
117,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,High Impact,Yes,Some Impact,Some Impact,Yes,Yes,Yes,Yes,High Impact,Yes,Yes,High Impact,Yes,Some Impact,High Impact,Some Impact,Yes,Yes,21-24,Yes,Yes,Some Impact,Yes,Some Impact,No,Some Impact,Some Impact,Some Impact,Man,Yes,Some Impact,Yes,Some Impact,Yes,Yes,Asian,Yes,High Impact,Some Impact,Yes,High Impact,Yes,Yes,Some Impact,,Some Impact,Some Impact,Yes,,Yes,Some Impact,Yes,Yes,Some Impact,Yes,No,Some Impact,Yes,Yes,High Impact,Some Impact,First Choice,Some Impact,Yes,Yes,No,"Information Technology, Applied Associate of Science",High Impact,2020-09-17 13:18:42-05:00,Yes,Yes,High Impact,Some Impact,2020
118,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No Impact,No,No Impact,No Impact,Yes,Yes,No,Yes,No Impact,No,No,Some Impact,Yes,No Impact,No Impact,No Impact,Yes,No,25-34,No,Yes,No Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Asian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,Yes,"Information Technology, Applied Associate of Science",No Impact,2020-09-17 13:22:17-05:00,No,No,High Impact,No Impact,2020
119,CMP 239 Internet & Web Page Design,Don't recall,Don't recall,Don't recall,No Impact,Yes,,,Yes,Yes,Not Sure,Don't recall,High Impact,Yes,Yes,,Don't recall,,Some Impact,Some Impact,Yes,Not Sure,18 -,Not Sure,Don't recall,Some Impact,Don't recall,,Don't recall,High Impact,Some Impact,,Man,Don't recall,Some Impact,Yes,,Yes,Don't recall,Asian,Yes,Some Impact,,Yes,Some Impact,Not Sure,Not Sure,No Impact,,,High Impact,Yes,,Don't recall,Some Impact,Not Sure,No,No Impact,Don't recall,Don't recall,,Don't recall,Not Sure,,,First Choice,High Impact,Not Sure,Not Sure,Don't recall,"Information Technology, Applied Associate of Science",No Impact,2020-09-17 13:22:43-05:00,Yes,Not Sure,,High Impact,2020
120,CMP 131 Fundamentals of Programming (Python),No,No,,Some Impact,No,No Impact,No Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,19-20,No,,No Impact,,No Impact,No,Some Impact,Some Impact,No Impact,Man,,No Impact,No,No Impact,No,No,Hispanic or Latino,No,No Impact,No Impact,,No Impact,No,No,No Impact,3.0,No Impact,No Impact,,Im looking to learn coding but not to become a computer science ,No,No Impact,No,No,No Impact,,Yes,No Impact,No,No,No Impact,No Impact,,No Impact,No,No,,Non Degree seeking,No Impact,2020-09-17 13:25:09-05:00,No,No,No Impact,No Impact,2020
121,CMP 131 Fundamentals of Programming (Python),No,No,No,No Impact,No,No Impact,,Yes,No,No,No,Some Impact,No,Yes,No Impact,Don't recall,No Impact,No Impact,No Impact,Yes,No,19-20,No,No,No Impact,No,No Impact,No,No Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,White/Caucasian,Yes,Some Impact,No Impact,Yes,No Impact,Yes,Yes,No Impact,,No Impact,No Impact,Yes,,Yes,No Impact,No,Yes,No Impact,No,No,Some Impact,No,Yes,No Impact,No Impact,First Choice,Some Impact,No,No,No,"Information Technology, Applied Associate of Science",No Impact,2020-09-17 13:26:27-05:00,No,No,Some Impact,No Impact,2020
122,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,No Impact,No,,No,No,No Impact,No,No,High Impact,No,No Impact,No Impact,Some Impact,No,No,21-24,No,,No Impact,,No Impact,No,High Impact,High Impact,No Impact,Prefer not to say,,No Impact,No,No Impact,No,No,Choose not to reply,No,No Impact,No Impact,,No Impact,No,No,No Impact,4.0,No Impact,High Impact,,"I am truly interested in learning about computing, and the tools and knowledge associated with programming. ",Yes,No Impact,No,Yes,No Impact,,No,No Impact,Yes,No,Some Impact,No Impact,,No Impact,No,No,,Other,No Impact,2020-09-17 14:07:18-05:00,No,No,Some Impact,No Impact,2020
123,CMP 128 Computer Science I,No,No,No,No Impact,No,No Impact,High Impact,No,No,No,No,Some Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,21-24,No,No,No Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,No,Some Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-17 14:13:10-05:00,No,No,No Impact,No Impact,2020
124,CMP 128 Computer Science I,Don't recall,Don't recall,No,Some Impact,No,,High Impact,Don't recall,No,No,Don't recall,,No,No,Some Impact,Don't recall,,No Impact,Some Impact,Don't recall,No,18 -,No,No,Some Impact,No,,Don't recall,High Impact,Some Impact,,Man,No,,Yes,,Don't recall,Don't recall,White/Caucasian,Don't recall,Some Impact,,No,High Impact,No,No,,,High Impact,Some Impact,No,,Yes,,No,Don't recall,Some Impact,No,Don't recall,Some Impact,Don't recall,Yes,,,I am a high school student,High Impact,No,No,No,Challenger Program,,2020-09-17 14:37:58-05:00,No,No,Some Impact,Some Impact,2020
125,CMP 128 Computer Science I,No,No,,High Impact,No,Some Impact,No Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,High Impact,No,No,21-24,No,,No Impact,,High Impact,No,Some Impact,High Impact,No Impact,Man,,No Impact,No,No Impact,Yes,No,White/Caucasian,No,No Impact,No Impact,,High Impact,No,No,No Impact,4.0,No Impact,No Impact,,This is the future for engineering,No,No Impact,No,No,No Impact,,No,No Impact,No,Yes,No Impact,No Impact,,High Impact,No,No,,Engineering,No Impact,2020-09-19 10:12:54-05:00,No,No,No Impact,No Impact,2020
126,CMP 128 Computer Science I,No,No,No,High Impact,No,,,No,No,Not Sure,No,,No,Yes,Some Impact,No,,,,No,Not Sure,19-20,Not Sure,No,Some Impact,No,,No,Some Impact,No Impact,,Man,No,Some Impact,Not Sure,,No,No,White/Caucasian,No,,,No,,No,Not Sure,,,,,No,,Yes,Some Impact,Not Sure,No,Some Impact,No,No,,No,Not Sure,,,First Choice,,No,Not Sure,No,"CIS Game Development Option, Applied Associate of Science",,2020-09-20 13:35:21-05:00,Not Sure,Not Sure,High Impact,High Impact,2020
127,CMP 128 Computer Science I,No,No,No,High Impact,No,,,No,No,Not Sure,No,,No,Yes,Some Impact,No,,,,No,Not Sure,19-20,Not Sure,No,Some Impact,No,,No,Some Impact,No Impact,,Man,No,Some Impact,Not Sure,,No,No,White/Caucasian,No,,,No,,No,Not Sure,,,,,No,,Yes,Some Impact,Not Sure,No,Some Impact,No,No,,No,Not Sure,,,First Choice,,No,Not Sure,No,"CIS Game Development Option, Applied Associate of Science",,2020-09-20 13:35:25-05:00,Not Sure,Not Sure,High Impact,High Impact,2020
128,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,No Impact,No,,No,Yes,No Impact,No,No,No Impact,No,Some Impact,No Impact,No Impact,No,No,19-20,No,,No Impact,,No Impact,No,No Impact,No Impact,No Impact,Man,,No Impact,Yes,No Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,,Some Impact,No,No,No Impact,2.0,High Impact,No Impact,,"I have a lot of experience with computers. Having built many, I know the workings of a computer and how to use them. At this point, I really am only interested in learning different programs that I have had no experience with that would benefit my degree.",Yes,No Impact,No,Yes,No Impact,,No,No Impact,No,No,High Impact,No Impact,,Some Impact,No,Yes,,Engineering,No Impact,2020-09-20 19:23:34-05:00,No,No,No Impact,No Impact,2020
129,CMP 128 Computer Science I,No,No,No,No Impact,No,No Impact,High Impact,Yes,No,No,No,No Impact,No,No,No Impact,No,No Impact,High Impact,High Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,Hispanic or Latino,Yes,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,"Computer Science, Associate of Science",No Impact,2020-09-20 22:47:44-05:00,No,No,High Impact,No Impact,2020
130,CMP 128 Computer Science I,No,No,No,No Impact,Yes,,,No,No,Not Sure,No,Some Impact,No,Yes,No Impact,No,,,,No,Not Sure,18 -,Not Sure,No,,No,,No,High Impact,Some Impact,High Impact,Man,No,,Not Sure,,No,No,White/Caucasian,Yes,,,Yes,No Impact,Yes,Yes,,,,,Yes,,Yes,,Not Sure,Yes,,No,Yes,,Yes,Not Sure,,,First Choice,High Impact,Not Sure,Not Sure,Yes,"Computer Science, Associate of Science",,2020-09-21 07:01:55-05:00,Not Sure,Not Sure,No Impact,,2020
131,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,No,Yes,No,No,,No,No,High Impact,No,,,,Yes,No,18 -,No,No,High Impact,No,High Impact,No,High Impact,,,Man,No,,No,,No,No,White/Caucasian,Yes,High Impact,,Yes,,No,No,,,High Impact,,No,,Yes,,No,No,,No,No,High Impact,No,No,,,First Choice,High Impact,No,No,No,ShareTime CSIP Program,,2020-09-21 07:16:50-05:00,No,No,High Impact,,2020
132,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,No,No,No,No,,No,No,,No,,,,No,No,18 -,No,No,High Impact,No,,No,High Impact,,,Man,No,,No,,Yes,No,Hispanic or Latino,No,,,Don't recall,,No,No,,,High Impact,,No,,Yes,,No,No,,No,No,,No,No,,,First Choice,,No,No,No,ShareTime CSIP Program,,2020-09-21 07:17:49-05:00,Not Sure,No,High Impact,High Impact,2020
133,CMP 131 Fundamentals of Programming (Python),No,No,,Some Impact,No,Some Impact,No Impact,No,,No,No,No Impact,No,No,Some Impact,No,No Impact,High Impact,No Impact,No,No,18 -,No,,No Impact,,Some Impact,No,Some Impact,High Impact,No Impact,Woman,,No Impact,No,No Impact,No,No,Asian,Yes,No Impact,No Impact,,No Impact,No,No,Some Impact,3.0,High Impact,High Impact,,Don’t really have much interest. ,No,No Impact,No,No,No Impact,,No,Some Impact,No,No,No Impact,Some Impact,,Some Impact,No,No,,Non Degree seeking,High Impact,2020-09-21 07:18:07-05:00,No,No,No Impact,No Impact,2020
134,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,No,,,No,Yes,No,No,,No,No,,No,,,High Impact,Yes,No,18 -,No,No,Some Impact,No,,No,High Impact,,,Woman,No,,No,,No,No,Asian,No,,,No,No Impact,No,No,,,High Impact,No Impact,No,,Yes,,No,Yes,,No,No,Some Impact,No,No,,,First Choice,,No,Yes,No,ShareTime CSIP Program,,2020-09-21 07:18:27-05:00,Yes,No,,High Impact,2020
135,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,No Impact,No,Don't recall,No,No,High Impact,No,No,High Impact,No,,,Some Impact,No,No,18 -,No,No,High Impact,No,Some Impact,No,High Impact,Some Impact,,Man,No,High Impact,No,,No,No,Asian,Yes,,High Impact,Yes,No Impact,No,No,Some Impact,,High Impact,Some Impact,Yes,,Yes,High Impact,No,Yes,,No,No,High Impact,No,No,,Some Impact,First Choice,Some Impact,No,Yes,No,ShareTime CSIP Program,,2020-09-21 07:18:40-05:00,Not Sure,No,No Impact,High Impact,2020
136,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,No,Yes,No,No,High Impact,No,No,,Don't recall,No Impact,,No Impact,Yes,No,18 -,No,No,Some Impact,No,,No,,,No Impact,Man,No,Some Impact,No,No Impact,Yes,No,White/Caucasian,Yes,High Impact,No Impact,Yes,No Impact,No,Yes,,,High Impact,Some Impact,Yes,,Yes,No Impact,No,Yes,No Impact,No,Yes,High Impact,Yes,No,Some Impact,,First Choice,,No,Yes,Don't recall,ShareTime CSIP Program,,2020-09-21 07:19:34-05:00,Not Sure,No,Some Impact,No Impact,2020
137,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,Some Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,High Impact,No,Some Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,Some Impact,No Impact,Yes,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,Some Impact,First Choice,High Impact,No,No,No,ShareTime CSIP Program,No Impact,2020-09-21 07:19:46-05:00,No,No,Some Impact,No Impact,2020
138,CMP 131 Fundamentals of Programming (Python),No,No,No,,No,,,No,No,No,No,,No,No,,No,,,,No,No,18 -,No,No,Some Impact,No,,No,,,,Prefer not to say,No,,No,,No,No,Choose not to reply,Don't recall,,,Don't recall,,No,No,,,Some Impact,,No,,No,,No,No,,No,No,,No,No,,,First Choice,Some Impact,No,No,Yes,ShareTime CSIP Program,,2020-09-21 07:20:00-05:00,No,No,,Some Impact,2020
139,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,Some Impact,No,Yes,No,No,No Impact,No,No,,No,,,Some Impact,No,No,18 -,No,No,No Impact,No,Some Impact,No,No Impact,,,Woman,No,No Impact,No,,No,No,Black/African American,Yes,No Impact,,Yes,,No,No,No Impact,,High Impact,No Impact,No,,Yes,,No,No,,No,No,No Impact,No,No,,,First Choice,Some Impact,No,No,No,ShareTime CSIP Program,,2020-09-21 07:20:55-05:00,No,No,No Impact,,2020
140,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,Yes,Yes,No,No,,No,No,,No,,,,No,No,18 -,No,No,Some Impact,No,,No,,,,Man,No,,No,,No,No,White/Caucasian,Yes,,,Yes,,No,Yes,,,,,Yes,,No,,No,Yes,,Don't recall,No,,No,No,,,First Choice,,No,Yes,No,ShareTime CSIP Program,,2020-09-21 07:21:08-05:00,No,No,,,2020
141,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Some Impact,No,,No Impact,No,Yes,No,No,High Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,,No,Some Impact,No Impact,No Impact,Woman,No,No Impact,No,No Impact,Yes,No,White/Caucasian,No,High Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,No,Some Impact,No Impact,,No Impact,No,No,Don't recall,ShareTime CSIP Program,No Impact,2020-09-21 07:21:18-05:00,No,No,Some Impact,No Impact,2020
142,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,No Impact,No,Don't recall,No,No,High Impact,No,No,High Impact,No,,,Some Impact,No,No,18 -,No,No,High Impact,No,Some Impact,No,High Impact,Some Impact,,Man,No,High Impact,No,,No,No,Asian,Yes,,High Impact,Yes,No Impact,No,No,Some Impact,,High Impact,Some Impact,Yes,,Yes,High Impact,No,Yes,,No,No,High Impact,No,No,,Some Impact,First Choice,Some Impact,No,Yes,No,ShareTime CSIP Program,,2020-09-21 07:22:01-05:00,Not Sure,No,No Impact,High Impact,2020
143,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,Yes,No Impact,No Impact,No,Yes,No,No,No Impact,No,No,No Impact,No,No Impact,,Some Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Multi-Racial,No,Some Impact,No Impact,Yes,No Impact,No,No,No Impact,,High Impact,High Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,Yes,No Impact,No Impact,First Choice,Some Impact,No,No,Yes,ShareTime CSIP Program,No Impact,2020-09-21 07:22:08-05:00,No,No,Some Impact,No Impact,2020
144,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,Yes,,Some Impact,No,No,No,No,,No,Not Sure,,Yes,,,No Impact,No,Not Sure,18 -,Yes,No,Some Impact,No,,No,Some Impact,,,Man,No,No Impact,No,,No,No,White/Caucasian,Yes,High Impact,,Yes,No Impact,No,Yes,,,High Impact,No Impact,Don't recall,,Yes,,No,Yes,,No,No,High Impact,Yes,No,,No Impact,First Choice,,No,Yes,Yes,ShareTime CSIP Program,,2020-09-21 07:22:16-05:00,Not Sure,No,Some Impact,No Impact,2020
145,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,No Impact,No Impact,Don't recall,Yes,No,No,Some Impact,No,No,High Impact,Don't recall,Some Impact,Some Impact,Some Impact,Don't recall,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,Don't recall,White/Caucasian,Yes,No Impact,Some Impact,Yes,Some Impact,No,No,No Impact,,High Impact,Some Impact,Yes,,Yes,High Impact,No,Yes,High Impact,No,No,Some Impact,Don't recall,No,Some Impact,Some Impact,First Choice,High Impact,No,Yes,No,ShareTime CSIP Program,Some Impact,2020-09-21 07:22:18-05:00,No,No,Some Impact,No Impact,2020
146,CMP 131 Fundamentals of Programming (Python),No,No,Don't recall,Some Impact,No,,,No,Don't recall,No,No,Some Impact,No,No,Some Impact,No,,No Impact,Some Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,No Impact,No Impact,,Man,No,,No,,No,No,White/Caucasian,Yes,Some Impact,,Yes,No Impact,No,Yes,,,High Impact,Some Impact,Don't recall,,No,No Impact,No,No,No Impact,Don't recall,No,Some Impact,No,No,,No Impact,First Choice,Some Impact,No,No,Don't recall,ShareTime CSIP Program,No Impact,2020-09-21 07:22:29-05:00,No,No,High Impact,No Impact,2020
147,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,Yes,Yes,No,No,,No,No,,No,,,,No,No,18 -,No,No,Some Impact,No,,No,,,,Man,No,,No,,No,No,White/Caucasian,Yes,,,Yes,,No,Yes,,,,,Yes,,No,,No,Yes,,Don't recall,No,,No,No,,,First Choice,,No,Yes,No,ShareTime CSIP Program,,2020-09-21 07:22:46-05:00,No,No,,,2020
148,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,No Impact,Some Impact,No,No,No,No,Some Impact,No,No,No Impact,Yes,No Impact,No Impact,No Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,Some Impact,No Impact,Yes,No Impact,Yes,Yes,No Impact,,High Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,Yes,Yes,ShareTime CSIP Program,No Impact,2020-09-21 07:23:55-05:00,No,No,No Impact,No Impact,2020
149,CMP 131 Fundamentals of Programming (Python),No,No,No,,No,,Some Impact,No,No,No,No,,No,No,,Don't recall,,,,No,No,18 -,No,No,Some Impact,No,,No,,,,Prefer not to say,No,No Impact,No,,No,No,Choose not to reply,Don't recall,,,Don't recall,,No,No,,,Some Impact,,No,,Don't recall,,No,No,,No,No,,No,No,,,First Choice,Some Impact,No,Yes,Yes,ShareTime CSIP Program,,2020-09-21 07:29:04-05:00,No,No,,Some Impact,2020
150,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,Yes,No Impact,High Impact,No,Yes,Yes,No,High Impact,Yes,Yes,High Impact,Don't recall,No Impact,No Impact,No Impact,Yes,Yes,18 -,Yes,No,High Impact,No,High Impact,No,No Impact,No Impact,No Impact,Woman,No,High Impact,Yes,No Impact,No,No,Asian,Yes,Some Impact,No Impact,Yes,No Impact,Yes,Yes,No Impact,,High Impact,No Impact,No,,Yes,No Impact,Yes,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,High Impact,First Choice,High Impact,Yes,Yes,No,ShareTime CSIP Program,High Impact,2020-09-21 07:37:15-05:00,Yes,Yes,High Impact,High Impact,2020
