,course_enrolled,discoverccm_tv,discoverccm_radio,info_ccm_admissions,decision_programs,participate_open_house,decision_oldcollege,decisioncomp_other,discoverccm_socialmedia,info_ccm_website,participate_festival,discoverccm_billboard,decisioncomp_family_job,participate_decision_day,participate_college_fair,decision_online_offerings,discoverccm_other,decisioncomp_dual_enrollment,decision_financialaid,decision_reputation,discoverccm_web,participate_summer_camp,age,participate_hs_campus_visit,info_ccm_workforce_dev,decisioncomp_hs_computing,info_nj_development,decision_transfer_credits,discoverccm_employer,decision_location_convenience,decision_affordable,decisioncomp_work,gender,info_employer,decisioncomp__hs_club,participate_challenger,decisioncomp_employer,discoverccm_student,discoverccm_inapp,race_ethnicity,discoverccm_hs_counselor,decisioncomp_influence,decisioncomp_ap_class,info_hs_counselor,decision_ccmstaff,participate_on_campus_session,participate_hs_info_session,decision_njstars_program,additional_comp_classes,decision_hs_credit,decision_class_sizes,info_hs_teacher,reason,discoverccm_relative,decisioncomp_afterschool_camp,participate_workforce,discoverccm_hs_teacher,decisioncomp_summer_camp,info_ccm_counselor,discoverccm_web,decisioncomp_hs_staff,discoverccm_community,participate_campus_visit,decisioncomp_ccmstudent,decision_opportunities,comp_first_choice,decision_transfer_4yr,participate_women_who_dare,participate_sharetime,info_other,degree,decision_scholarships,timestamp,participate_cybersecurity,participate_corporate_training,decision_referral,decisioncomp_stem,year
497,CMP 128 Computer Science I,No,No,,High Impact,No,No Impact,No Impact,No,,No,No,High Impact,No,No,Some Impact,No,No Impact,High Impact,Some Impact,Yes,No,21-24,No,,Some Impact,,Some Impact,No,High Impact,High Impact,Some Impact,Man,,No Impact,No,Some Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,,No Impact,No,No,No Impact,2.0,No Impact,No Impact,,I would be slightly interested in taking more computing classes because I want to become a radiology technician and want to know the ins and outs of computing,Yes,No Impact,No,Yes,No Impact,,No,No Impact,Yes,No,No Impact,High Impact,,High Impact,No,No,,Undecided,High Impact,2021-10-17 16:55:06-05:00,No,No,Some Impact,No Impact,2021
498,CMP 128 Computer Science I,No,No,No,High Impact,No,No Impact,Some Impact,Yes,Yes,No,No,Some Impact,No,No,High Impact,Don't recall,Some Impact,No Impact,No Impact,No,No,19-20,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,Some Impact,Man,No,High Impact,No,Some Impact,Yes,Yes,White/Caucasian,Yes,High Impact,Some Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,Some Impact,No,Yes,High Impact,No,No,No Impact,No,No,High Impact,No Impact,First Choice,No Impact,No,No,No,Information Technology,No Impact,2021-10-17 21:51:05-05:00,No,No,No Impact,Some Impact,2021
499,CMP 128 Computer Science I,No,No,No,No Impact,No,High Impact,No Impact,No,No,No,No,No Impact,No,No,High Impact,Yes,No Impact,No Impact,No Impact,No,No,21-24,No,No,High Impact,No,High Impact,No,High Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Choose not to reply,No,No Impact,No Impact,No,Some Impact,No,No,No Impact,,No Impact,Some Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,High Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2021-10-18 13:10:47-05:00,No,No,No Impact,No Impact,2021
500,CMP 128 Computer Science I,No,No,No,,No,,,Yes,No,No,No,High Impact,No,No,,Yes,,,,No,No,19-20,No,No,No Impact,No,,No,High Impact,Some Impact,,Man,No,High Impact,No,,No,No,Black/African American,No,High Impact,,No,,No,No,,,,,No,,No,,No,No,,No,No,,No,No,,,physical therapy,,No,No,No,Computer Science,,2021-10-18 13:12:05-05:00,No,No,,High Impact,2021
501,CMP 120 Foundations of Information Security,No,No,No,High Impact,Yes,No Impact,No Impact,Yes,Yes,No,No,High Impact,No,No,,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,Some Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,Information Technology,No Impact,2021-10-18 14:21:19-05:00,Yes,No,No Impact,No Impact,2021
502,CMP 130 Intro to IT,No,No,,,Not Sure,,,No,,Not Sure,No,,Not Sure,Not Sure,,No,,,,No,Not Sure,18 -,Not Sure,,,,,No,,,,Man,,,Not Sure,,No,No,White/Caucasian,Yes,High Impact,,,,Not Sure,Not Sure,,4.0,High Impact,,,I would because it seems useful with what is needed in today's job market.,Yes,,Not Sure,Yes,,,No,High Impact,No,Not Sure,,,,,Not Sure,Not Sure,,Other,,2021-10-18 16:45:49-05:00,Yes,Not Sure,,,2021
503,CMP 130 Intro to IT,No,No,,,No,,No Impact,No,,No,No,No Impact,No,No,,No,No Impact,,,No,No,18 -,No,,No Impact,,,No,,,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,,,No,No,,4.0,High Impact,,,It seems useful in today's job market.,No,No Impact,No,Yes,No Impact,,No,High Impact,No,No,No Impact,,,,No,No,,Other,,2021-10-18 16:48:14-05:00,Yes,No,,No Impact,2021
504,CMP 120 Foundations of Information Security,No,No,No,High Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,,No Impact,High Impact,No,Yes,18 -,No,No,High Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,No Impact,Yes,No Impact,Yes,No,No Impact,,High Impact,No Impact,No,,No,No Impact,No,No,Some Impact,No,No,High Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,ShareTime CSIP Program,Some Impact,2021-10-18 20:25:20-05:00,No,No,No Impact,No Impact,2021
505,CMP 120 Foundations of Information Security,No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,Some Impact,No,Not Sure,No,ShareTime CSIP Program,No Impact,2021-10-18 20:36:00-05:00,No,No,Some Impact,No Impact,2021
506,CMP 120 Foundations of Information Security,No,No,No,,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,White/Caucasian,No,Some Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,ShareTime CSIP Program,No Impact,2021-10-18 20:40:28-05:00,No,No,Some Impact,No Impact,2021
507,CMP 130 Intro to IT,No,Don't recall,No,High Impact,Not Sure,Some Impact,,Don't recall,No,Not Sure,No,High Impact,Not Sure,Not Sure,,Don't recall,Some Impact,Some Impact,Some Impact,No,Not Sure,18 -,Yes,No,Some Impact,No,Some Impact,No,High Impact,Some Impact,,Man,No,No Impact,Yes,,No,No,Asian,Yes,High Impact,Some Impact,Yes,High Impact,Yes,Yes,Some Impact,,High Impact,High Impact,Yes,,Yes,Some Impact,Not Sure,Yes,Some Impact,No,No,High Impact,Don't recall,Yes,,High Impact,First Choice,High Impact,Not Sure,Yes,No,ShareTime CSIP Program,,2021-10-18 20:55:46-05:00,Not Sure,Not Sure,High Impact,High Impact,2021
508,CMP 120 Foundations of Information Security,No,No,Don't recall,High Impact,No,No Impact,,Don't recall,Yes,No,No,High Impact,No,No,No Impact,Don't recall,Some Impact,No Impact,High Impact,Yes,No,18 -,No,No,High Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Woman,No,Some Impact,No,No Impact,Don't recall,No,White/Caucasian,Yes,High Impact,High Impact,Yes,No Impact,Not Sure,Not Sure,No Impact,,High Impact,No Impact,Yes,,Yes,Some Impact,No,No,No Impact,No,No,Some Impact,No,Yes,No Impact,High Impact,First Choice,High Impact,No,No,No,Information Technology,Some Impact,2021-10-18 21:47:46-05:00,No,No,High Impact,No Impact,2021
509,CMP 120 Foundations of Information Security,No,No,Yes,High Impact,No,,,No,No,No,No,High Impact,No,No,,No,Some Impact,,High Impact,No,No,18 -,No,No,High Impact,No,,No,Some Impact,,No Impact,Woman,No,Some Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,High Impact,Yes,Some Impact,No,Yes,,,High Impact,Some Impact,Yes,,No,No Impact,No,Yes,No Impact,Yes,No,High Impact,Yes,No,No Impact,No Impact,First Choice,,No,Yes,No,Information Technology,High Impact,2021-10-18 22:01:01-05:00,Yes,No,No Impact,Some Impact,2021
510,CMP 120 Foundations of Information Security,No,No,No,High Impact,Not Sure,,,No,Yes,No,Yes,High Impact,No,No,,No,,,No Impact,No,No,18 -,Yes,No,High Impact,No,Some Impact,No,High Impact,High Impact,Some Impact,Man,No,,No,,No,No,Choose not to reply,Yes,Some Impact,,Yes,Some Impact,Not Sure,Yes,,,High Impact,Some Impact,Don't recall,,No,,No,Yes,,No,No,High Impact,No,No,No Impact,,First Choice,High Impact,No,Yes,Don't recall,Information Technology,,2021-10-18 22:47:33-05:00,No,No,No Impact,Some Impact,2021
511,CMP 120 Foundations of Information Security,No,No,No,High Impact,No,No Impact,,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,Some Impact,No,No,18 -,No,No,High Impact,No,No Impact,No,High Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Asian,Yes,High Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,Yes,No,ShareTime CSIP Program,No Impact,2021-10-18 22:58:38-05:00,No,No,High Impact,No Impact,2021
512,CMP 120 Foundations of Information Security,No,No,No,High Impact,Not Sure,No Impact,No Impact,No,Don't recall,No,No,High Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,Don't recall,No,18 -,Not Sure,No,Some Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,Yes,No Impact,Yes,Not Sure,No Impact,,High Impact,No Impact,No,,Yes,Some Impact,No,Yes,Some Impact,Yes,No,Some Impact,Yes,No,No Impact,No Impact,First Choice,High Impact,No,Yes,No,ShareTime CSIP Program,No Impact,2021-10-19 06:58:17-05:00,Not Sure,No,No Impact,No Impact,2021
513,CMP 120 Foundations of Information Security,No,No,No,Some Impact,No,No Impact,No Impact,Don't recall,Yes,No,No,High Impact,No,No,Some Impact,No,Some Impact,No Impact,No Impact,Yes,No,18 -,No,Yes,Some Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Man,No,Some Impact,No,Some Impact,No,No,White/Caucasian,Yes,No Impact,Some Impact,Yes,No Impact,No,No,No Impact,,High Impact,No Impact,Yes,,Yes,No Impact,No,Yes,Some Impact,No,No,High Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,ShareTime CSIP Program,No Impact,2021-10-19 07:09:35-05:00,No,No,No Impact,Some Impact,2021
514,CMP 120 Foundations of Information Security,No,No,No,No Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,Some Impact,No,No,No,ShareTime CSIP Program,No Impact,2021-10-19 07:09:48-05:00,No,No,No Impact,No Impact,2021
515,CMP 120 Foundations of Information Security,No,No,No,Some Impact,No,No Impact,Some Impact,No,No,No,No,Some Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,Some Impact,No,Some Impact,No,Some Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,Yes,Some Impact,Yes,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,No,No,Some Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,Yes,Yes,ShareTime CSIP Program,Some Impact,2021-10-19 07:10:10-05:00,No,No,High Impact,Some Impact,2021
516,CMP 120 Foundations of Information Security,No,No,No,High Impact,No,No Impact,No Impact,Yes,No,No,No,High Impact,No,No,Some Impact,No,No Impact,No Impact,No Impact,No,No,18 -,Yes,No,No Impact,No,No Impact,No,High Impact,No Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,Multi-Racial,No,High Impact,No Impact,Yes,No Impact,Not Sure,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,ShareTime CSIP Program,No Impact,2021-10-19 07:12:18-05:00,No,No,No Impact,No Impact,2021
517,CMP 130 Intro to IT,No,No,No,High Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,High Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,No Impact,Yes,No Impact,No,No,No Impact,,High Impact,No Impact,Yes,,Yes,No Impact,No,No,High Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,Yes,No,ShareTime CSIP Program,No Impact,2021-10-19 07:14:27-05:00,No,No,High Impact,No Impact,2021
518,CMP 120 Foundations of Information Security,No,No,No,High Impact,Not Sure,No Impact,No Impact,No,No,No,No,High Impact,No,No,No Impact,No,,No Impact,No Impact,No,No,18 -,No,No,High Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,,No,No Impact,Yes,No,Multi-Racial,No,High Impact,,No,No Impact,Not Sure,No,No Impact,,High Impact,No Impact,No,,Yes,,No,No,,No,No,No Impact,No,No,High Impact,No Impact,Engineering,High Impact,No,Yes,No,Computer Science,No Impact,2021-10-19 07:14:31-05:00,Not Sure,No,High Impact,Some Impact,2021
519,CMP 120 Foundations of Information Security,No,No,No,High Impact,No,No Impact,High Impact,No,No,No,No,High Impact,No,No,,No,No Impact,Some Impact,High Impact,No,No,18 -,No,No,Some Impact,No,High Impact,No,High Impact,High Impact,High Impact,Man,No,Some Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,No Impact,Yes,High Impact,Yes,No,Some Impact,,High Impact,No Impact,No,,No,High Impact,No,No,No Impact,No,No,High Impact,No,No,No Impact,Some Impact,First Choice,High Impact,No,Not Sure,No,Information Technology,High Impact,2021-10-19 07:14:53-05:00,No,No,No Impact,Some Impact,2021
520,CMP 120 Foundations of Information Security,No,No,No,High Impact,Yes,No Impact,,Yes,Don't recall,No,No,High Impact,No,No,High Impact,No,,No Impact,High Impact,Yes,No,18 -,No,No,High Impact,No,High Impact,No,High Impact,High Impact,,Man,No,,No,,Yes,No,Asian,Yes,High Impact,,Yes,Some Impact,No,No,No Impact,,High Impact,High Impact,No,,Yes,,No,Yes,,No,Yes,High Impact,No,No,High Impact,High Impact,Engineering,High Impact,No,Yes,No,ShareTime CSIP Program,Some Impact,2021-10-19 07:15:07-05:00,No,No,High Impact,High Impact,2021
521,CMP 120 Foundations of Information Security,No,No,,Some Impact,Not Sure,,High Impact,No,,Not Sure,No,High Impact,Not Sure,Not Sure,No Impact,Don't recall,No Impact,,,No,No,18 -,No,,No Impact,,,No,No Impact,,,Man,,No Impact,Not Sure,No Impact,No,No,White/Caucasian,Don't recall,Some Impact,No Impact,,No Impact,Yes,No,,3.0,Some Impact,No Impact,,"I like computers and programming, however I'm not sure how much classes would help me",Yes,No Impact,Not Sure,Don't recall,No Impact,,No,No Impact,No,Not Sure,No Impact,No Impact,,,Not Sure,Not Sure,,Undecided,,2021-10-19 07:17:04-05:00,Not Sure,Not Sure,High Impact,Some Impact,2021
522,CMP 120 Foundations of Information Security,No,No,No,Some Impact,No,No Impact,No Impact,Yes,No,No,No,High Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,Yes,No,18 -,No,No,Some Impact,No,No Impact,No,No Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,No,Yes,Hispanic or Latino,Yes,Some Impact,No Impact,Yes,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,Some Impact,No,No,No,Information Technology,No Impact,2021-10-19 07:19:28-05:00,No,No,Some Impact,No Impact,2021
523,CMP 130 Intro to IT,No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,Some Impact,No,No,No Impact,Yes,No Impact,No Impact,No Impact,No,No,18 -,No,No,High Impact,No,No Impact,No,No Impact,No Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Multi-Racial,Yes,Some Impact,No Impact,Yes,No Impact,No,No,No Impact,,Some Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,Some Impact,First Choice,Some Impact,No,No,No,ShareTime CSIP Program,Some Impact,2021-10-19 07:23:06-05:00,No,No,High Impact,No Impact,2021
524,CMP 128 Computer Science I,No,No,,High Impact,No,No Impact,No Impact,Yes,,No,No,Some Impact,No,No,High Impact,No,No Impact,Some Impact,Some Impact,Yes,No,19-20,No,,High Impact,,No Impact,No,High Impact,High Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,Yes,Some Impact,No Impact,,No Impact,No,No,No Impact,4.0,No Impact,Some Impact,,I am interested in switching my major to Cybersecurity. I've found I have more interest for that over what I am currently studying.,Yes,No Impact,No,Yes,No Impact,,Yes,Some Impact,No,No,No Impact,Some Impact,,High Impact,No,No,,Business Administration,Some Impact,2021-10-19 12:05:44-05:00,No,No,Some Impact,No Impact,2021
525,CMP 130 Intro to IT,Yes,Yes,Yes,High Impact,No,No Impact,Some Impact,No,Yes,No,Yes,High Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,Yes,No,19-20,Not Sure,No,Some Impact,No,Some Impact,Yes,High Impact,,Some Impact,Man,No,No Impact,Not Sure,No Impact,No,Yes,Choose not to reply,Yes,High Impact,No Impact,No,High Impact,No,Not Sure,No Impact,,Some Impact,High Impact,No,,Yes,Some Impact,No,Yes,No Impact,Yes,Yes,Some Impact,No,No,No Impact,Some Impact,Engineering,No Impact,No,No,Yes,Information Technology,High Impact,2021-10-20 10:17:31-05:00,Not Sure,No,Some Impact,No Impact,2021
526,CMP 130 Intro to IT,No,No,No,Some Impact,No,No Impact,No Impact,No,Yes,Yes,No,No Impact,No,No,No Impact,No,No Impact,High Impact,No Impact,Yes,No,19-20,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,Yes,No,No Impact,Yes,No,No Impact,No Impact,Graphic Design,High Impact,No,No,No,Information Technology,High Impact,2021-10-20 10:21:23-05:00,No,No,Some Impact,No Impact,2021
527,CMP 130 Intro to IT,No,No,Yes,Some Impact,No,No Impact,No Impact,No,Yes,No,No,High Impact,No,No,Some Impact,No,No Impact,No Impact,Some Impact,Yes,No,19-20,No,Don't recall,Some Impact,Don't recall,No Impact,No,High Impact,Some Impact,Some Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,No,Some Impact,No,No,No Impact,,No Impact,Some Impact,Yes,,Yes,Some Impact,No,No,No Impact,Yes,Yes,No Impact,No,No,No Impact,No Impact,Engineering,No Impact,No,No,Don't recall,Information Technology,No Impact,2021-10-20 10:27:46-05:00,No,No,High Impact,No Impact,2021
528,CMP 130 Intro to IT,No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,Some Impact,No,No,No Impact,No,No Impact,No Impact,Some Impact,No,No,18 -,No,No,Some Impact,No,Some Impact,No,Some Impact,High Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,White/Caucasian,No,Some Impact,No Impact,No,Some Impact,No,No,No Impact,,No Impact,No Impact,Yes,,Yes,No Impact,No,Yes,No Impact,No,Yes,Some Impact,No,No,Some Impact,No Impact,First Choice,High Impact,No,No,No,Information Technology,No Impact,2021-10-20 10:53:56-05:00,No,No,Some Impact,No Impact,2021
529,CMP 130 Intro to IT,Don't recall,Don't recall,No,Some Impact,Not Sure,,High Impact,Don't recall,Yes,Not Sure,Don't recall,High Impact,Not Sure,Not Sure,High Impact,Yes,,High Impact,No Impact,Don't recall,Not Sure,25-34,Not Sure,No,High Impact,No,,Don't recall,Some Impact,Some Impact,Some Impact,Prefer not to say,No,High Impact,Not Sure,Some Impact,Don't recall,Don't recall,Choose not to reply,Don't recall,Some Impact,,No,Some Impact,Not Sure,Not Sure,,,,Some Impact,No,,Don't recall,High Impact,Not Sure,Don't recall,Some Impact,No,Don't recall,Some Impact,Don't recall,Not Sure,High Impact,No Impact,Science,High Impact,Not Sure,Not Sure,Yes,Information Technology,No Impact,2021-10-20 11:40:21-05:00,No,Not Sure,Some Impact,High Impact,2021
530,CMP 130 Intro to IT,No,No,Yes,High Impact,No,High Impact,,No,Yes,No,Yes,High Impact,No,No,Some Impact,No,No Impact,No Impact,High Impact,No,No,19-20,No,No,High Impact,No,High Impact,No,High Impact,High Impact,High Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,Some Impact,No,No Impact,No,No,No Impact,,No Impact,High Impact,No,,No,No Impact,No,Yes,No Impact,Yes,No,No Impact,No,No,No Impact,No Impact,Engineering,High Impact,No,No,No,Computer Science,No Impact,2021-10-20 12:13:05-05:00,No,No,No Impact,No Impact,2021
531,CMP 130 Intro to IT,No,No,No,Some Impact,No,No Impact,No Impact,No,Yes,Yes,No,No Impact,No,No,No Impact,No,No Impact,High Impact,No Impact,No,No,19-20,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,Yes,No,No Impact,No,No,No Impact,No Impact,Graphic Design,High Impact,No,No,No,Information Technology,Some Impact,2021-10-20 13:16:43-05:00,No,No,Some Impact,No Impact,2021
532,CMP 128 Computer Science I,No,No,,No Impact,No,No Impact,High Impact,No,,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,,No Impact,,No Impact,No,No Impact,Some Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,,No Impact,No,No,No Impact,2.0,No Impact,No Impact,,I find all the coding and commands very confusing and i'm struggling to understand the concept and the process of using jgrasp so I would say if I could do it again I would probably pick a different class.,No,No Impact,No,No,No Impact,,No,No Impact,No,No,No Impact,No Impact,,No Impact,No,No,,Engineering,No Impact,2021-10-20 13:21:19-05:00,No,No,High Impact,No Impact,2021
533,CMP 130 Intro to IT,No,No,No,No Impact,No,No Impact,No Impact,No,No,No,No,High Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,Yes,No,19-20,No,No,No Impact,No,No Impact,No,No Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,No,High Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Information Technology,No Impact,2021-10-20 20:18:53-05:00,No,No,No Impact,No Impact,2021
534,CMP 130 Intro to IT,No,No,No,No Impact,Yes,No Impact,No Impact,No,No,No,No,Some Impact,No,No,No Impact,No,No Impact,Some Impact,No Impact,Yes,No,19-20,No,No,High Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,Multi-Racial,Yes,Some Impact,No Impact,No,No Impact,Yes,No,Some Impact,,No Impact,Some Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,Yes,Yes,No Impact,No Impact,LIberal Arts,Some Impact,No,No,No,Computer Science,No Impact,2021-10-21 14:12:05-05:00,No,No,Some Impact,Some Impact,2021
535,CMP 130 Intro to IT,No,No,No,Some Impact,Yes,No Impact,No Impact,No,No,No,No,Some Impact,No,No,Some Impact,No,Some Impact,Some Impact,No Impact,Yes,No,19-20,No,No,No Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Multi-Racial,Yes,Some Impact,No Impact,No,No Impact,Yes,Yes,No Impact,,No Impact,Some Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,Yes,Yes,No Impact,No Impact,Science,Some Impact,No,Yes,No,Computer Science,No Impact,2021-10-21 14:22:28-05:00,No,No,Some Impact,No Impact,2021
536,CMP 130 Intro to IT,No,No,Yes,Some Impact,No,,,Yes,Yes,Yes,No,High Impact,No,No,Some Impact,Don't recall,No Impact,Some Impact,Some Impact,Don't recall,No,19-20,Yes,No,No Impact,No,Some Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,Don't recall,White/Caucasian,Yes,High Impact,No Impact,Yes,Some Impact,No,No,Some Impact,,,No Impact,Yes,,Yes,No Impact,No,Yes,No Impact,Yes,Yes,Some Impact,Don't recall,Yes,Some Impact,Some Impact,First Choice,High Impact,No,No,Don't recall,Computer Science,No Impact,2021-10-21 15:13:46-05:00,No,No,High Impact,No Impact,2021
537,CMP 130 Intro to IT,No,No,No,High Impact,No,No Impact,High Impact,Yes,Yes,No,No,No Impact,No,No,No Impact,Yes,No Impact,No Impact,No Impact,Yes,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,High Impact,Man,No,No Impact,No,No Impact,Yes,No,White/Caucasian,Yes,No Impact,High Impact,No,No Impact,No,No,No Impact,,High Impact,No Impact,No,,Yes,No Impact,No,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,Information Technology,No Impact,2021-10-22 09:08:19-05:00,No,No,No Impact,High Impact,2021
538,CMP 130 Intro to IT,Don't recall,Don't recall,No,No Impact,No,No Impact,No Impact,Don't recall,No,No,Don't recall,No Impact,No,No,No Impact,Don't recall,No Impact,No Impact,No Impact,Don't recall,No,35-64,No,No,No Impact,No,No Impact,Don't recall,No Impact,No Impact,Some Impact,Man,No,No Impact,No,No Impact,Don't recall,Don't recall,White/Caucasian,Don't recall,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Don't recall,No Impact,No,Don't recall,No Impact,No,Don't recall,No Impact,Don't recall,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Information Technology,No Impact,2021-10-22 17:07:51-05:00,No,No,No Impact,No Impact,2021
